epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1021.64,1.5503,0.74101,1.40675,0.91687,0.82833,0.9119,0.4463,1.87514,0.88042,1.74833,0.0011684,0.0011684,0.0011684
44,1045.29,1.53051,0.73224,1.3991,0.90523,0.82833,0.90275,0.44012,1.88449,0.91207,1.74589,0.0011486,0.0011486,0.0011486
45,1069.18,1.53463,0.73401,1.40049,0.91084,0.85408,0.92666,0.43267,1.87974,0.84311,1.80262,0.0011288,0.0011288,0.0011288
46,1093.15,1.55748,0.75433,1.40922,0.92714,0.81921,0.90244,0.43439,1.87961,0.96242,1.77801,0.001109,0.001109,0.001109
47,1116.99,1.52448,0.7303,1.40847,0.94423,0.81974,0.90693,0.44242,1.85318,0.94158,1.71518,0.0010892,0.0010892,0.0010892
48,1140.81,1.5035,0.70692,1.38515,0.88021,0.85149,0.90568,0.43132,1.89104,0.88325,1.75344,0.0010694,0.0010694,0.0010694
49,1164.76,1.51054,0.7169,1.37916,0.86488,0.87124,0.90892,0.44193,1.88588,0.86853,1.74667,0.0010496,0.0010496,0.0010496
50,1188.47,1.46819,0.71236,1.36466,0.90866,0.79828,0.89882,0.42323,1.87583,0.9681,1.74145,0.0010298,0.0010298,0.0010298
51,1212.26,1.4798,0.71748,1.37272,0.92133,0.85443,0.92201,0.44741,1.86139,0.85518,1.72935,0.00101,0.00101,0.00101
52,1236.03,1.49215,0.70732,1.37394,0.92021,0.79201,0.89909,0.42086,1.89714,0.93096,1.71739,0.0009902,0.0009902,0.0009902
53,1259.86,1.4748,0.69744,1.35545,0.89978,0.8477,0.91344,0.42311,1.93198,0.85335,1.83159,0.0009704,0.0009704,0.0009704
54,1283.84,1.4656,0.69316,1.34592,0.90068,0.84979,0.90374,0.43172,1.87517,0.88047,1.73485,0.0009506,0.0009506,0.0009506
55,1307.58,1.44899,0.68832,1.34645,0.91635,0.84632,0.90227,0.43419,1.91442,0.909,1.7877,0.0009308,0.0009308,0.0009308
56,1331.44,1.44247,0.68394,1.33526,0.91122,0.80687,0.90029,0.43954,1.88468,0.93553,1.81592,0.000911,0.000911,0.000911
57,1355.19,1.43397,0.67307,1.33345,0.91722,0.80843,0.90269,0.43398,1.87983,0.91987,1.76531,0.0008912,0.0008912,0.0008912
58,1379.23,1.4604,0.67761,1.35073,0.91847,0.82193,0.91038,0.43521,1.88836,0.8423,1.77188,0.0008714,0.0008714,0.0008714
59,1402.95,1.43864,0.66498,1.33321,0.91229,0.84814,0.91919,0.43839,1.9125,0.86897,1.75882,0.0008516,0.0008516,0.0008516
60,1426.36,1.43772,0.67518,1.3385,0.90038,0.81545,0.90123,0.43796,1.87795,0.8561,1.77203,0.0008318,0.0008318,0.0008318
61,1449.77,1.41038,0.65944,1.31839,0.89051,0.83774,0.89354,0.43374,1.91655,0.85487,1.73483,0.000812,0.000812,0.000812
62,1473.33,1.41002,0.66279,1.311,0.92441,0.83981,0.9144,0.43253,1.89232,0.84685,1.79874,0.0007922,0.0007922,0.0007922
