epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,72141.6,1.58895,0.85743,1.17943,0.88939,0.79087,0.87185,0.5094,1.12482,0.58904,0.85281,0.000361929,0.000361929,0.000361929
180,72468.1,1.58799,0.85443,1.17991,0.88788,0.79212,0.87158,0.50954,1.12433,0.58927,0.85272,0.000356975,0.000356975,0.000356975
181,72794.2,1.58639,0.84936,1.17545,0.88685,0.79247,0.87156,0.50969,1.12415,0.58925,0.85261,0.000352037,0.000352037,0.000352037
182,73123.5,1.58471,0.84884,1.1779,0.8858,0.79328,0.87168,0.50993,1.12364,0.58851,0.85248,0.000347115,0.000347115,0.000347115
183,73615.1,1.58741,0.85326,1.18072,0.88648,0.79328,0.87183,0.51012,1.12357,0.58841,0.85246,0.000342211,0.000342211,0.000342211
184,73938,1.58279,0.84785,1.17955,0.88507,0.79371,0.87177,0.51053,1.12343,0.58821,0.85252,0.000337325,0.000337325,0.000337325
185,74278.1,1.58249,0.84842,1.17776,0.88628,0.79323,0.87184,0.51059,1.12325,0.5874,0.85247,0.000332457,0.000332457,0.000332457
186,74600.5,1.58143,0.84987,1.17525,0.88646,0.79311,0.87184,0.51049,1.12316,0.58675,0.85242,0.000327608,0.000327608,0.000327608
187,74944.8,1.58565,0.85042,1.17781,0.88678,0.79249,0.87175,0.51064,1.12287,0.58634,0.85205,0.000322778,0.000322778,0.000322778
188,75277.4,1.57968,0.8503,1.17725,0.88611,0.7927,0.87201,0.51087,1.12265,0.58499,0.85201,0.000317969,0.000317969,0.000317969
189,75604.7,1.57549,0.84344,1.17226,0.88607,0.79296,0.87205,0.51089,1.1224,0.58459,0.85187,0.00031318,0.00031318,0.00031318
190,75926.3,1.57536,0.84428,1.17577,0.88685,0.79286,0.8721,0.51123,1.12223,0.58418,0.85167,0.000308412,0.000308412,0.000308412
191,76246,1.57602,0.84519,1.17461,0.88766,0.79238,0.87217,0.51129,1.12191,0.58382,0.85155,0.000303665,0.000303665,0.000303665
192,76580.2,1.57954,0.8456,1.17605,0.88567,0.79344,0.87228,0.51144,1.12168,0.58407,0.85142,0.000298941,0.000298941,0.000298941
193,76905.5,1.57545,0.84316,1.17641,0.88594,0.7936,0.87195,0.51159,1.12128,0.58341,0.85125,0.000294239,0.000294239,0.000294239
194,77449.7,1.58369,0.84955,1.17638,0.88565,0.7936,0.8719,0.51169,1.12089,0.58323,0.85118,0.000289561,0.000289561,0.000289561
195,77770.1,1.57478,0.84001,1.1739,0.88674,0.79434,0.87252,0.51198,1.12054,0.58328,0.85099,0.000284906,0.000284906,0.000284906
196,78112.4,1.58005,0.84552,1.17709,0.88775,0.79339,0.87249,0.51207,1.12026,0.58302,0.85086,0.000280275,0.000280275,0.000280275
197,78430.3,1.57315,0.84002,1.17285,0.88735,0.79365,0.8728,0.51216,1.11998,0.58305,0.85067,0.000275668,0.000275668,0.000275668
198,78778.6,1.57808,0.84079,1.17644,0.88802,0.79387,0.87253,0.51232,1.11992,0.58308,0.85059,0.000271087,0.000271087,0.000271087
199,79100.4,1.56956,0.83926,1.17181,0.88799,0.7944,0.87297,0.51267,1.12023,0.58263,0.85069,0.000266532,0.000266532,0.000266532
200,79446,1.56921,0.83673,1.17195,0.88914,0.79519,0.87289,0.51279,1.12003,0.58276,0.85052,0.000262003,0.000262003,0.000262003
201,79763.3,1.57397,0.84253,1.17378,0.8888,0.79498,0.87315,0.51307,1.11983,0.58244,0.85027,0.0002575,0.0002575,0.0002575
202,80106.6,1.57276,0.84528,1.17534,0.88975,0.79461,0.87279,0.51313,1.11956,0.5817,0.85009,0.000253024,0.000253024,0.000253024
203,80430.6,1.57001,0.83648,1.16986,0.88905,0.79503,0.87335,0.5134,1.11946,0.58174,0.84997,0.000248577,0.000248577,0.000248577
204,80766.1,1.57831,0.8445,1.17261,0.88882,0.79559,0.87349,0.51349,1.1191,0.58169,0.84971,0.000244157,0.000244157,0.000244157
205,81083.2,1.57291,0.83962,1.17342,0.88918,0.7953,0.87364,0.51388,1.11895,0.58148,0.84969,0.000239766,0.000239766,0.000239766
206,81592,1.56691,0.83771,1.17245,0.89038,0.79514,0.87386,0.51416,1.1188,0.5809,0.84955,0.000235404,0.000235404,0.000235404
207,81910.6,1.56769,0.83641,1.16853,0.88926,0.79561,0.87374,0.5142,1.1184,0.58035,0.84929,0.000231071,0.000231071,0.000231071
208,82249.4,1.56909,0.83837,1.17177,0.8901,0.79484,0.87379,0.5143,1.11819,0.58031,0.84907,0.000226769,0.000226769,0.000226769
209,82568.9,1.56824,0.8374,1.17237,0.89041,0.7944,0.8738,0.51446,1.11782,0.57997,0.84893,0.000222497,0.000222497,0.000222497
210,82915.5,1.56594,0.83635,1.16955,0.89039,0.79511,0.87383,0.51464,1.1176,0.5802,0.84876,0.000218256,0.000218256,0.000218256
211,83234.9,1.56868,0.84174,1.17312,0.89066,0.79482,0.87405,0.51471,1.11733,0.57952,0.84855,0.000214046,0.000214046,0.000214046
212,83554.8,1.5672,0.83565,1.17088,0.89087,0.7953,0.87428,0.51486,1.11716,0.57938,0.84843,0.000209869,0.000209869,0.000209869
213,83910.1,1.56647,0.83433,1.16989,0.89071,0.79553,0.87425,0.51483,1.11685,0.57924,0.84826,0.000205723,0.000205723,0.000205723
214,84249.6,1.56834,0.83516,1.16992,0.89236,0.79477,0.8745,0.51487,1.11667,0.57932,0.84809,0.000201611,0.000201611,0.000201611
215,84578.3,1.55934,0.83238,1.16877,0.89163,0.79527,0.87444,0.51541,1.1165,0.57914,0.84794,0.000197532,0.000197532,0.000197532
216,84911.3,1.56717,0.83572,1.16788,0.89149,0.7953,0.87423,0.51521,1.11622,0.57851,0.84776,0.000193486,0.000193486,0.000193486
217,85259.2,1.56152,0.83119,1.16658,0.89097,0.7955,0.87456,0.51549,1.11618,0.57811,0.84768,0.000189475,0.000189475,0.000189475
218,85604.4,1.56378,0.83498,1.1673,0.89089,0.79519,0.87444,0.51573,1.11604,0.57732,0.84754,0.000185498,0.000185498,0.000185498
219,85939.9,1.55648,0.83031,1.16645,0.89113,0.79593,0.87466,0.51595,1.11555,0.57699,0.84733,0.000181557,0.000181557,0.000181557
220,86911.8,1.55921,0.82906,1.16555,0.89197,0.79545,0.87498,0.51627,1.11531,0.57674,0.84716,0.000177651,0.000177651,0.000177651
221,87256,1.56396,0.83685,1.17066,0.89193,0.79556,0.87467,0.51666,1.11503,0.57648,0.84689,0.00017378,0.00017378,0.00017378
222,87575.7,1.55995,0.82844,1.16781,0.89312,0.79395,0.87477,0.5166,1.11506,0.57683,0.84671,0.000169946,0.000169946,0.000169946
223,87918.4,1.55869,0.82744,1.16736,0.89137,0.79529,0.8749,0.5168,1.1151,0.57674,0.84664,0.000166149,0.000166149,0.000166149
224,88239,1.56051,0.83261,1.16763,0.89093,0.79561,0.87537,0.51683,1.11471,0.57673,0.8466,0.000162389,0.000162389,0.000162389
225,88577,1.55854,0.8329,1.16888,0.89256,0.79548,0.8751,0.51702,1.11455,0.57664,0.84658,0.000158667,0.000158667,0.000158667
226,88903.5,1.55524,0.82714,1.16657,0.89327,0.79521,0.87517,0.51719,1.11428,0.57651,0.84649,0.000154982,0.000154982,0.000154982
227,89244.7,1.56294,0.83123,1.16936,0.89289,0.79558,0.87512,0.51723,1.11403,0.57641,0.84631,0.000151336,0.000151336,0.000151336
228,89575.6,1.56333,0.83017,1.16575,0.89362,0.79546,0.87549,0.51755,1.11384,0.57619,0.84632,0.000147729,0.000147729,0.000147729
229,90474,1.5604,0.82972,1.1669,0.89242,0.79546,0.87548,0.51747,1.11357,0.57575,0.84611,0.000144161,0.000144161,0.000144161
230,90797.6,1.55912,0.82793,1.16559,0.89277,0.79519,0.87554,0.51768,1.11346,0.57549,0.84598,0.000140632,0.000140632,0.000140632
231,91135.4,1.55223,0.82518,1.16489,0.89283,0.7953,0.87532,0.51773,1.11315,0.57518,0.84582,0.000137143,0.000137143,0.000137143
232,91442.9,1.55746,0.82681,1.1625,0.89299,0.79524,0.87556,0.51793,1.11304,0.57529,0.8458,0.000133695,0.000133695,0.000133695
233,92510.5,1.55667,0.8285,1.16674,0.89337,0.79583,0.87601,0.51819,1.11264,0.57554,0.84572,0.000130287,0.000130287,0.000130287
234,92832,1.55908,0.82598,1.16065,0.89448,0.79556,0.87606,0.51785,1.11235,0.57543,0.84557,0.000126921,0.000126921,0.000126921
235,93161.4,1.54983,0.82033,1.16385,0.89272,0.79667,0.8763,0.51794,1.11246,0.57598,0.84548,0.000123596,0.000123596,0.000123596
236,93480.1,1.55793,0.831,1.16714,0.89329,0.79657,0.87656,0.51826,1.11229,0.5757,0.8453,0.000120313,0.000120313,0.000120313
237,93827.5,1.55839,0.82587,1.16506,0.89297,0.7962,0.87597,0.5182,1.11225,0.57541,0.84508,0.000117072,0.000117072,0.000117072
238,94145.4,1.55384,0.82551,1.16349,0.89325,0.79482,0.87582,0.51835,1.11229,0.57503,0.84504,0.000113873,0.000113873,0.000113873
239,94724.7,1.55227,0.82198,1.16285,0.89328,0.79528,0.8759,0.51845,1.1124,0.57556,0.84496,0.000110718,0.000110718,0.000110718
240,95049.6,1.55707,0.8304,1.16678,0.89424,0.79514,0.8759,0.51855,1.11209,0.57585,0.84473,0.000107605,0.000107605,0.000107605
241,95381.9,1.55292,0.82403,1.16368,0.89432,0.79511,0.87624,0.51874,1.11186,0.57522,0.84459,0.000104537,0.000104537,0.000104537
242,95699.5,1.55108,0.82271,1.16298,0.89424,0.79533,0.87654,0.51892,1.11164,0.57491,0.84451,0.000101512,0.000101512,0.000101512
243,96028.7,1.55601,0.82758,1.16281,0.89463,0.79577,0.8769,0.51899,1.11148,0.5743,0.84437,9.85311e-05,9.85311e-05,9.85311e-05
244,96345.4,1.55123,0.8236,1.15996,0.89499,0.79538,0.8766,0.51883,1.11153,0.57432,0.84434,9.55951e-05,9.55951e-05,9.55951e-05
245,96683.8,1.55649,0.82621,1.16502,0.89436,0.7953,0.87659,0.5189,1.11131,0.57426,0.84426,9.2704e-05,9.2704e-05,9.2704e-05
246,97002.6,1.55659,0.82729,1.16374,0.89441,0.79545,0.87659,0.51896,1.11107,0.57397,0.84417,8.98581e-05,8.98581e-05,8.98581e-05
247,97547.1,1.54721,0.81938,1.1614,0.89513,0.79474,0.8765,0.519,1.11094,0.57388,0.84409,8.70577e-05,8.70577e-05,8.70577e-05
248,97873.5,1.55048,0.82274,1.1646,0.89503,0.79503,0.87686,0.51913,1.11071,0.57339,0.84394,8.43031e-05,8.43031e-05,8.43031e-05
249,98204.1,1.54909,0.82189,1.16136,0.89623,0.79456,0.87674,0.5191,1.11058,0.57303,0.84391,8.15947e-05,8.15947e-05,8.15947e-05
250,98521.7,1.55181,0.82043,1.16124,0.89596,0.79461,0.87667,0.5194,1.11032,0.57266,0.84377,7.89327e-05,7.89327e-05,7.89327e-05
251,98855.7,1.5488,0.82238,1.16068,0.89585,0.79498,0.87701,0.51964,1.10998,0.57224,0.84355,7.63174e-05,7.63174e-05,7.63174e-05
252,99173.2,1.54664,0.81573,1.15995,0.89597,0.79519,0.87719,0.51973,1.10985,0.57161,0.84347,7.37492e-05,7.37492e-05,7.37492e-05
253,99514.9,1.54728,0.81864,1.16224,0.89663,0.79479,0.87707,0.51961,1.10964,0.57117,0.84326,7.12282e-05,7.12282e-05,7.12282e-05
254,99848.1,1.54497,0.81958,1.16179,0.89684,0.79487,0.87733,0.51964,1.10928,0.57065,0.84319,6.87548e-05,6.87548e-05,6.87548e-05
255,100173,1.54636,0.81842,1.16035,0.89607,0.79524,0.87747,0.51982,1.10905,0.57089,0.84315,6.63292e-05,6.63292e-05,6.63292e-05
256,100494,1.54629,0.81999,1.16158,0.89723,0.79484,0.87739,0.51982,1.10905,0.57096,0.84304,6.39518e-05,6.39518e-05,6.39518e-05
257,100845,1.55156,0.82396,1.16114,0.89726,0.79463,0.87742,0.51995,1.10905,0.57075,0.84297,6.16227e-05,6.16227e-05,6.16227e-05
258,101168,1.5465,0.82156,1.16362,0.89716,0.7944,0.87737,0.51979,1.1091,0.57039,0.84299,5.93422e-05,5.93422e-05,5.93422e-05
259,101766,1.54715,0.81881,1.16059,0.89713,0.79442,0.87728,0.51984,1.10894,0.57005,0.84294,5.71106e-05,5.71106e-05,5.71106e-05
260,102086,1.54851,0.81903,1.16136,0.89729,0.79424,0.87738,0.52003,1.10849,0.56967,0.84282,5.49281e-05,5.49281e-05,5.49281e-05
261,102828,1.545,0.81579,1.15911,0.89911,0.79344,0.87721,0.51989,1.10827,0.56923,0.84275,5.2795e-05,5.2795e-05,5.2795e-05
262,103170,1.54833,0.82321,1.16381,0.89839,0.79397,0.87707,0.52002,1.10804,0.56893,0.84265,5.07115e-05,5.07115e-05,5.07115e-05
263,103525,1.54554,0.82176,1.16262,0.89889,0.79408,0.87723,0.52001,1.10796,0.56879,0.84256,4.86777e-05,4.86777e-05,4.86777e-05
264,103842,1.54649,0.81946,1.16026,0.89876,0.79417,0.87722,0.51996,1.10763,0.5686,0.84238,4.66941e-05,4.66941e-05,4.66941e-05
265,104178,1.54992,0.82158,1.16158,0.89896,0.79424,0.87743,0.52033,1.10743,0.56881,0.84232,4.47606e-05,4.47606e-05,4.47606e-05
266,104510,1.54632,0.81737,1.16066,0.89789,0.79445,0.87754,0.52035,1.10737,0.56894,0.84221,4.28777e-05,4.28777e-05,4.28777e-05
267,104858,1.54463,0.81573,1.16098,0.89797,0.79428,0.87763,0.52018,1.10722,0.56887,0.84218,4.10454e-05,4.10454e-05,4.10454e-05
268,105176,1.54633,0.8191,1.16443,0.89751,0.79461,0.87752,0.5204,1.10756,0.56881,0.84218,3.9264e-05,3.9264e-05,3.9264e-05
269,105588,1.54222,0.81549,1.16013,0.89782,0.7945,0.87741,0.52031,1.1076,0.56882,0.84206,3.75337e-05,3.75337e-05,3.75337e-05
270,105906,1.54751,0.81876,1.16306,0.89738,0.79431,0.87722,0.52023,1.10731,0.5688,0.84188,3.58546e-05,3.58546e-05,3.58546e-05
271,106244,1.55098,0.8221,1.1622,0.8977,0.79431,0.87722,0.52038,1.10698,0.56907,0.84184,3.4227e-05,3.4227e-05,3.4227e-05
272,106569,1.54709,0.8177,1.15895,0.8975,0.79408,0.87751,0.52055,1.10717,0.56902,0.84176,3.2651e-05,3.2651e-05,3.2651e-05
273,106911,1.54377,0.8139,1.15958,0.89709,0.79493,0.87761,0.52044,1.10703,0.56911,0.84172,3.11268e-05,3.11268e-05,3.11268e-05
274,107233,1.53804,0.81401,1.15839,0.8965,0.79487,0.87724,0.5204,1.10696,0.56904,0.84168,2.96546e-05,2.96546e-05,2.96546e-05
275,108026,1.54055,0.81709,1.16017,0.89602,0.79599,0.87738,0.52038,1.10678,0.56925,0.84163,2.82345e-05,2.82345e-05,2.82345e-05
276,108343,1.54295,0.81685,1.15727,0.89551,0.7963,0.87737,0.52029,1.10646,0.56918,0.84157,2.68667e-05,2.68667e-05,2.68667e-05
277,108812,1.53823,0.81222,1.15874,0.89574,0.79588,0.87744,0.52036,1.10637,0.56921,0.84151,2.55513e-05,2.55513e-05,2.55513e-05
278,109131,1.54457,0.81783,1.16189,0.89658,0.79577,0.87742,0.52018,1.10635,0.56937,0.84153,2.42885e-05,2.42885e-05,2.42885e-05
279,109489,1.5366,0.81396,1.1558,0.89638,0.79551,0.8773,0.52036,1.10607,0.56966,0.84137,2.30784e-05,2.30784e-05,2.30784e-05
280,109807,1.54121,0.81506,1.15752,0.89561,0.79636,0.87744,0.52023,1.10594,0.56939,0.84131,2.19212e-05,2.19212e-05,2.19212e-05
281,110135,1.54156,0.81435,1.15522,0.89681,0.79542,0.8776,0.52009,1.10588,0.56972,0.84129,2.08169e-05,2.08169e-05,2.08169e-05
282,110454,1.54631,0.81858,1.16297,0.89586,0.79553,0.87748,0.52031,1.10555,0.56954,0.84118,1.97658e-05,1.97658e-05,1.97658e-05
283,110799,1.54882,0.82029,1.16279,0.89562,0.7957,0.8775,0.52026,1.10519,0.56955,0.84113,1.87678e-05,1.87678e-05,1.87678e-05
284,111121,1.53944,0.81046,1.15817,0.89535,0.79609,0.87737,0.52026,1.10513,0.56962,0.8411,1.78232e-05,1.78232e-05,1.78232e-05
285,111457,1.54373,0.81346,1.15867,0.89596,0.79588,0.8775,0.52032,1.10505,0.56973,0.8411,1.6932e-05,1.6932e-05,1.6932e-05
286,111777,1.54245,0.81426,1.15795,0.89634,0.79588,0.87788,0.52048,1.10491,0.5698,0.8411,1.60943e-05,1.60943e-05,1.60943e-05
287,112123,1.54817,0.81687,1.15776,0.8969,0.79561,0.87757,0.52049,1.10467,0.56985,0.84101,1.53102e-05,1.53102e-05,1.53102e-05
288,112448,1.5401,0.81354,1.16116,0.89619,0.79609,0.87755,0.52058,1.10475,0.57,0.84097,1.45798e-05,1.45798e-05,1.45798e-05
289,112793,1.55071,0.81922,1.16207,0.89646,0.79572,0.87737,0.52065,1.1046,0.56998,0.84088,1.39032e-05,1.39032e-05,1.39032e-05
290,113123,1.55267,0.8207,1.16133,0.89648,0.79574,0.87746,0.52066,1.10466,0.5699,0.84093,1.32805e-05,1.32805e-05,1.32805e-05
291,113499,1.39247,0.66226,1.10761,0.8964,0.79535,0.87753,0.52037,1.10448,0.57041,0.84084,1.27117e-05,1.27117e-05,1.27117e-05
292,113789,1.38505,0.65485,1.1054,0.8963,0.79517,0.8773,0.5204,1.10391,0.57066,0.84055,1.21968e-05,1.21968e-05,1.21968e-05
293,114102,1.38489,0.65378,1.10572,0.89624,0.79514,0.87742,0.52054,1.10384,0.5709,0.8404,1.1736e-05,1.1736e-05,1.1736e-05
294,114387,1.37959,0.64827,1.10412,0.89565,0.79445,0.87757,0.5208,1.10384,0.57124,0.84027,1.13293e-05,1.13293e-05,1.13293e-05
295,114696,1.37922,0.64657,1.10311,0.8947,0.7952,0.87764,0.52104,1.10369,0.57139,0.84016,1.09768e-05,1.09768e-05,1.09768e-05
296,114964,1.37668,0.64726,1.10056,0.89528,0.79471,0.87776,0.52137,1.10353,0.57151,0.84012,1.06784e-05,1.06784e-05,1.06784e-05
297,115252,1.37611,0.6456,1.10217,0.89595,0.79494,0.87759,0.52142,1.1033,0.57155,0.84004,1.04342e-05,1.04342e-05,1.04342e-05
298,115523,1.37481,0.64255,1.10053,0.89461,0.7953,0.87743,0.52159,1.10333,0.57176,0.83992,1.02443e-05,1.02443e-05,1.02443e-05
299,115817,1.37867,0.64501,1.10267,0.89514,0.79482,0.8776,0.52183,1.10328,0.57176,0.83982,1.01086e-05,1.01086e-05,1.01086e-05
300,116102,1.37534,0.6426,1.10063,0.89361,0.79589,0.87747,0.52186,1.10315,0.57172,0.83971,1.00271e-05,1.00271e-05,1.00271e-05
