epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,45806.5,1.63936,0.90702,1.20714,0.87796,0.78262,0.86247,0.49393,1.14824,0.61293,0.86653,0.00069682,0.00069682,0.00069682
114,46132.1,1.63673,0.90004,1.20353,0.87696,0.78365,0.86283,0.49426,1.1475,0.61202,0.86624,0.000692031,0.000692031,0.000692031
115,46480.1,1.63882,0.90801,1.20713,0.87815,0.78285,0.86287,0.49456,1.14708,0.61108,0.86609,0.000687222,0.000687222,0.000687222
116,46815.3,1.64077,0.906,1.2062,0.87966,0.78232,0.8631,0.49491,1.14697,0.61064,0.866,0.000682392,0.000682392,0.000682392
117,47158.1,1.64469,0.90854,1.2088,0.88,0.78248,0.86318,0.49527,1.14652,0.61033,0.86575,0.000677543,0.000677543,0.000677543
118,47478.8,1.63439,0.89903,1.20364,0.88037,0.78211,0.86319,0.49553,1.14647,0.60944,0.86569,0.000672675,0.000672675,0.000672675
119,47820.8,1.63522,0.90001,1.20639,0.87927,0.78264,0.86324,0.49579,1.14609,0.60852,0.86553,0.000667789,0.000667789,0.000667789
120,48151.7,1.6345,0.8941,1.20174,0.88119,0.78158,0.86335,0.49619,1.14562,0.60739,0.86527,0.000662885,0.000662885,0.000662885
121,48490.4,1.63126,0.89657,1.20443,0.88091,0.782,0.86345,0.49671,1.14523,0.60645,0.86514,0.000657963,0.000657963,0.000657963
122,48813.3,1.62872,0.89652,1.20088,0.88128,0.78184,0.86381,0.49689,1.14481,0.60577,0.86493,0.000653025,0.000653025,0.000653025
123,49146.3,1.63301,0.89426,1.20061,0.88195,0.78184,0.86415,0.49711,1.14475,0.60494,0.86482,0.000648071,0.000648071,0.000648071
124,49471.6,1.62901,0.89728,1.20149,0.88062,0.78306,0.86435,0.49727,1.14413,0.60396,0.8646,0.000643101,0.000643101,0.000643101
125,49806.3,1.62809,0.89387,1.19935,0.88189,0.78222,0.86452,0.49747,1.14366,0.60322,0.86425,0.000638115,0.000638115,0.000638115
126,50133.6,1.63018,0.89611,1.20293,0.8825,0.78243,0.86462,0.49792,1.14308,0.60263,0.86399,0.000633115,0.000633115,0.000633115
127,50468.3,1.63303,0.89732,1.20178,0.88128,0.78253,0.86443,0.49808,1.14246,0.60248,0.86371,0.000628101,0.000628101,0.000628101
128,50787.5,1.62876,0.89732,1.2008,0.88484,0.78121,0.86466,0.49818,1.14218,0.60212,0.86356,0.000623074,0.000623074,0.000623074
129,51121.5,1.62475,0.88494,1.19847,0.88594,0.78153,0.86493,0.49853,1.14168,0.60151,0.86325,0.000618034,0.000618034,0.000618034
130,51444.7,1.6206,0.88878,1.19948,0.88585,0.78135,0.86516,0.49881,1.14159,0.60126,0.86312,0.000612981,0.000612981,0.000612981
131,51778.3,1.62521,0.89198,1.1999,0.8859,0.78211,0.8655,0.49912,1.14119,0.60075,0.86289,0.000607916,0.000607916,0.000607916
132,52116.2,1.62161,0.88609,1.19488,0.88537,0.78253,0.86554,0.49922,1.141,0.59996,0.86265,0.00060284,0.00060284,0.00060284
133,52451,1.61884,0.88653,1.19824,0.88608,0.78184,0.8654,0.49967,1.14047,0.59928,0.86247,0.000597754,0.000597754,0.000597754
134,52772.2,1.62318,0.88569,1.1966,0.88752,0.78146,0.86595,0.49998,1.13976,0.59898,0.86214,0.000592657,0.000592657,0.000592657
135,53117,1.62472,0.89226,1.1987,0.88759,0.78163,0.86605,0.49996,1.1398,0.59857,0.86206,0.000587551,0.000587551,0.000587551
136,53447.8,1.62056,0.88646,1.1968,0.88651,0.7819,0.86598,0.5003,1.13932,0.59852,0.86168,0.000582435,0.000582435,0.000582435
137,53789.8,1.62142,0.88342,1.19432,0.88671,0.78232,0.86638,0.50062,1.13892,0.59811,0.86147,0.000577311,0.000577311,0.000577311
138,54110.7,1.6133,0.87604,1.18949,0.88795,0.7819,0.86665,0.50067,1.13838,0.5979,0.86119,0.000572179,0.000572179,0.000572179
139,55482.6,1.61525,0.87803,1.19339,0.88949,0.78137,0.86686,0.50096,1.13799,0.59759,0.86092,0.00056704,0.00056704,0.00056704
140,55808,1.61741,0.88403,1.19345,0.88822,0.78153,0.86658,0.50116,1.13741,0.59813,0.86071,0.000561894,0.000561894,0.000561894
141,56148.7,1.61887,0.8817,1.19195,0.88817,0.78169,0.86676,0.50133,1.13704,0.59746,0.86044,0.000556742,0.000556742,0.000556742
142,56469.2,1.61137,0.87643,1.18906,0.88809,0.78218,0.86692,0.50174,1.13657,0.5971,0.86016,0.000551584,0.000551584,0.000551584
143,56798.3,1.60986,0.87356,1.19009,0.8881,0.78301,0.86734,0.50206,1.13591,0.59649,0.85988,0.000546421,0.000546421,0.000546421
144,57116,1.61453,0.88006,1.19256,0.88714,0.78343,0.86738,0.50238,1.13546,0.59614,0.85956,0.000541253,0.000541253,0.000541253
145,57463.9,1.61704,0.87997,1.19412,0.8867,0.78476,0.86759,0.5024,1.13497,0.59534,0.85926,0.000536081,0.000536081,0.000536081
146,57784.8,1.61094,0.87484,1.19013,0.88726,0.78407,0.86742,0.50262,1.13479,0.59523,0.859,0.000530906,0.000530906,0.000530906
147,58123.7,1.60636,0.87731,1.19302,0.88719,0.78392,0.86745,0.50256,1.13435,0.59513,0.8587,0.000525728,0.000525728,0.000525728
148,58445.7,1.6158,0.88252,1.19275,0.89002,0.78305,0.86788,0.503,1.13389,0.59562,0.8584,0.000520548,0.000520548,0.000520548
149,58805.7,1.61354,0.87844,1.19393,0.88775,0.78455,0.86819,0.50319,1.13324,0.59568,0.85794,0.000515366,0.000515366,0.000515366
150,59129.7,1.60253,0.87181,1.18633,0.88932,0.7838,0.86829,0.50329,1.13331,0.59561,0.85781,0.000510184,0.000510184,0.000510184
151,60687.4,1.60796,0.8763,1.18785,0.88855,0.7846,0.8683,0.50347,1.13301,0.59526,0.85763,0.000505,0.000505,0.000505
152,61013.6,1.60382,0.86736,1.18582,0.88741,0.78436,0.8677,0.50347,1.13294,0.59555,0.85748,0.000499816,0.000499816,0.000499816
153,61777.1,1.60723,0.8728,1.18793,0.88655,0.7846,0.86767,0.50381,1.13266,0.59542,0.85721,0.000494634,0.000494634,0.000494634
154,62102.7,1.6087,0.87448,1.18972,0.8873,0.7846,0.86804,0.50382,1.13221,0.59512,0.85688,0.000489452,0.000489452,0.000489452
155,62439.8,1.60841,0.87119,1.18828,0.88888,0.78386,0.868,0.50413,1.13221,0.59439,0.85672,0.000484272,0.000484272,0.000484272
156,62763.3,1.60549,0.86996,1.18793,0.88935,0.78409,0.8681,0.50441,1.13196,0.59356,0.85657,0.000479094,0.000479094,0.000479094
157,63117.7,1.60263,0.87099,1.18804,0.88954,0.78417,0.86849,0.50471,1.1316,0.59338,0.85641,0.000473919,0.000473919,0.000473919
158,63439,1.60443,0.86953,1.1883,0.88904,0.78402,0.86879,0.505,1.13146,0.59271,0.85628,0.000468747,0.000468747,0.000468747
159,63777.8,1.59887,0.86585,1.18491,0.88937,0.78425,0.8687,0.50515,1.13114,0.59227,0.85611,0.000463579,0.000463579,0.000463579
160,64107,1.59874,0.86361,1.18384,0.88906,0.78555,0.86933,0.50542,1.13085,0.59207,0.85582,0.000458416,0.000458416,0.000458416
161,64448.4,1.59943,0.86686,1.18663,0.88745,0.78598,0.86943,0.50575,1.13056,0.59208,0.85585,0.000453258,0.000453258,0.000453258
162,64768.9,1.59773,0.86049,1.1843,0.88758,0.78619,0.86926,0.50604,1.13006,0.59212,0.85559,0.000448106,0.000448106,0.000448106
163,65101.6,1.60116,0.86862,1.18809,0.88749,0.78709,0.86986,0.50635,1.12978,0.59255,0.85547,0.00044296,0.00044296,0.00044296
164,65422.1,1.59424,0.86026,1.18203,0.88631,0.78822,0.86985,0.50643,1.12937,0.59258,0.85529,0.000437821,0.000437821,0.000437821
165,65771.6,1.59951,0.86161,1.18642,0.88791,0.78831,0.87042,0.50678,1.1291,0.59243,0.85515,0.000432689,0.000432689,0.000432689
166,66101.5,1.6021,0.86703,1.18428,0.8876,0.78836,0.87039,0.50694,1.12888,0.59233,0.85503,0.000427565,0.000427565,0.000427565
167,66443.9,1.59442,0.85954,1.18254,0.88883,0.78751,0.8706,0.50722,1.12846,0.59148,0.85489,0.000422449,0.000422449,0.000422449
168,66767.8,1.59537,0.8585,1.18117,0.88915,0.78765,0.87066,0.50749,1.12823,0.59155,0.85475,0.000417343,0.000417343,0.000417343
