                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 2.8534,                    1.4,                 1.8413,                0.90627,                0.78791,                0.86842,                0.55773,                  1.129,                0.58936,                0.73931,              0.0004952,              0.0004952,              0.0004952
                    154,                 2.9034,                 1.4741,                 1.8538,                0.91007,                0.78856,                0.86997,                0.55774,                  1.129,                0.58519,                0.73902,              0.0004853,              0.0004853,              0.0004853
                    155,                  2.923,                 1.4773,                 1.8473,                0.90472,                 0.7917,                0.86879,                0.55944,                 1.1268,                0.58025,                0.73859,              0.0004754,              0.0004754,              0.0004754
                    156,                 2.8342,                 1.4046,                 1.8474,                0.90702,                0.79107,                0.87084,                0.56175,                 1.1236,                0.58734,                0.73818,              0.0004655,              0.0004655,              0.0004655
                    157,                 2.9117,                 1.4658,                 1.8443,                0.91497,                0.78865,                0.87077,                0.55981,                 1.1265,                0.58393,                0.73839,              0.0004556,              0.0004556,              0.0004556
                    158,                 2.8403,                 1.4594,                 1.8597,                0.91055,                0.78728,                0.86987,                0.56175,                  1.122,                0.59241,                0.73713,              0.0004457,              0.0004457,              0.0004457
                    159,                 2.8415,                 1.4314,                 1.8483,                0.90735,                0.78791,                0.86884,                0.56168,                 1.1181,                0.58687,                0.73597,              0.0004358,              0.0004358,              0.0004358
                    160,                 2.8698,                 1.4518,                 1.8563,                0.90287,                0.79096,                0.86895,                0.56132,                 1.1173,                 0.5804,                0.73592,              0.0004259,              0.0004259,              0.0004259
                    161,                 2.9044,                 1.4852,                  1.859,                0.90224,                0.79402,                0.87053,                0.56075,                 1.1205,                0.58452,                0.73694,               0.000416,               0.000416,               0.000416
                    162,                 2.8538,                 1.4529,                 1.8421,                0.89999,                0.79086,                0.86938,                0.56227,                 1.1194,                0.57796,                0.73695,              0.0004061,              0.0004061,              0.0004061
                    163,                 2.8322,                 1.4195,                 1.8536,                0.90171,                0.79254,                0.87061,                0.56026,                 1.1157,                0.58722,                0.73595,              0.0003962,              0.0003962,              0.0003962
                    164,                 2.8027,                 1.3975,                 1.8291,                0.90786,                0.79149,                0.87185,                0.56053,                 1.1178,                0.58063,                0.73609,              0.0003863,              0.0003863,              0.0003863
                    165,                 2.8668,                   1.46,                 1.8494,                0.91099,                0.79149,                 0.8723,                0.56125,                 1.1194,                0.58429,                0.73648,              0.0003764,              0.0003764,              0.0003764
                    166,                 2.7698,                 1.3804,                 1.8355,                0.91334,                0.78686,                0.87112,                0.56134,                 1.1195,                0.60129,                0.73614,              0.0003665,              0.0003665,              0.0003665
