epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,8214.82,1.68898,1.3449,0.97548,0.40898,0.42228,0.38593,0.22144,1.63705,1.49507,1.0251,0.000643101,0.000643101,0.000643101
43,8397.22,1.68193,1.32146,0.97171,0.47957,0.43559,0.41306,0.23006,1.67988,1.50468,1.02612,0.000628101,0.000628101,0.000628101
44,8641.83,1.63151,1.31189,0.95856,0.45643,0.42225,0.39332,0.23232,1.59313,1.55993,1.00677,0.000612981,0.000612981,0.000612981
45,8785.33,1.67225,1.33803,0.97238,0.4949,0.44318,0.41937,0.2386,1.63839,1.39712,1.01996,0.000597754,0.000597754,0.000597754
46,8947.78,1.64177,1.25787,0.96322,0.49442,0.42084,0.4221,0.25012,1.58315,1.4366,0.99052,0.000582435,0.000582435,0.000582435
47,9142.87,1.65567,1.28717,0.96861,0.48768,0.43183,0.42756,0.25249,1.56275,1.63102,0.98631,0.00056704,0.00056704,0.00056704
48,9333.24,1.65112,1.31948,0.95655,0.47092,0.45268,0.40671,0.23285,1.64282,1.50169,1.0112,0.000551584,0.000551584,0.000551584
49,9511.27,1.65325,1.3199,0.97068,0.43508,0.45836,0.40525,0.23417,1.61295,1.45816,1.0132,0.000536081,0.000536081,0.000536081
50,9683.41,1.63556,1.2623,0.97096,0.41912,0.46074,0.40394,0.23575,1.65904,1.49519,1.0055,0.000520548,0.000520548,0.000520548
51,9876.2,1.6814,1.30135,0.95966,0.47791,0.42232,0.41069,0.23252,1.62932,1.48143,1.02428,0.000505,0.000505,0.000505
52,10074.5,1.62919,1.24394,0.95844,0.42567,0.4142,0.37515,0.21733,1.62306,1.51665,1.00711,0.000489452,0.000489452,0.000489452
53,10242.9,1.65693,1.33219,0.96144,0.45005,0.43248,0.38969,0.22294,1.61615,1.42283,1.01233,0.000473919,0.000473919,0.000473919
54,10433.1,1.64584,1.28055,0.962,0.49031,0.42448,0.40529,0.22164,1.67705,1.44442,1.03365,0.000458416,0.000458416,0.000458416
55,10815.1,1.64338,1.24515,0.96319,0.50488,0.41314,0.41927,0.23443,1.66344,1.56079,1.03443,0.00044296,0.00044296,0.00044296
56,11022.6,1.62831,1.26692,0.96197,0.47718,0.42352,0.41659,0.24147,1.59984,1.43582,1.00859,0.000427565,0.000427565,0.000427565
57,11231.1,1.64392,1.27082,0.962,0.48697,0.44633,0.4232,0.24577,1.61077,1.41185,1.01675,0.000412246,0.000412246,0.000412246
58,11380.6,1.68386,1.28714,0.95568,0.4975,0.43591,0.42438,0.24551,1.60722,1.39451,1.0091,0.000397019,0.000397019,0.000397019
59,11521.7,1.5837,1.21448,0.96036,0.48168,0.42363,0.41519,0.2366,1.61061,1.49728,1.01982,0.000381899,0.000381899,0.000381899
60,11717.6,1.60453,1.21489,0.95267,0.45575,0.43879,0.4118,0.23683,1.63832,1.50835,1.00435,0.000366899,0.000366899,0.000366899
61,11853.3,1.58711,1.19852,0.97299,0.47745,0.43237,0.42641,0.24838,1.59057,1.40737,1.00626,0.000352037,0.000352037,0.000352037
62,12022.9,1.62693,1.23797,0.95915,0.45585,0.4426,0.40043,0.23543,1.5996,1.40975,0.99525,0.000337325,0.000337325,0.000337325
63,12291.9,1.61375,1.23558,0.95874,0.48767,0.42233,0.41899,0.24093,1.61921,1.46707,1.01732,0.000322778,0.000322778,0.000322778
64,12518.1,1.60818,1.22038,0.95156,0.5144,0.44006,0.42431,0.23725,1.6587,1.3804,1.02949,0.000308412,0.000308412,0.000308412
65,12861.9,1.65052,1.23997,0.95443,0.48235,0.43307,0.42159,0.23828,1.64565,1.44914,1.0261,0.000294239,0.000294239,0.000294239
66,13040.4,1.60517,1.20584,0.9529,0.4868,0.43862,0.43432,0.25283,1.58723,1.45161,1.01078,0.000280275,0.000280275,0.000280275
67,13241,1.56405,1.17501,0.94574,0.4955,0.43098,0.42553,0.24555,1.60433,1.47664,1.0204,0.000266532,0.000266532,0.000266532
68,13412.5,1.59087,1.20437,0.94476,0.51012,0.42424,0.43594,0.24949,1.62882,1.50379,1.0238,0.000253024,0.000253024,0.000253024
69,13604.1,1.62345,1.2126,0.94546,0.48401,0.43902,0.44158,0.25869,1.59228,1.55569,1.00868,0.000239766,0.000239766,0.000239766
70,13802.5,1.59768,1.18961,0.94614,0.47345,0.44171,0.43893,0.25342,1.59719,1.49961,1.00353,0.000226769,0.000226769,0.000226769
71,14034.8,1.57522,1.18138,0.9443,0.48685,0.42524,0.41343,0.23566,1.61437,1.47561,1.01672,0.000214046,0.000214046,0.000214046
72,14279.2,1.59801,1.19266,0.9435,0.45907,0.44139,0.41141,0.2404,1.5841,1.48934,1.00672,0.000201611,0.000201611,0.000201611
73,14436.2,1.61989,1.23374,0.94918,0.45759,0.43865,0.42674,0.24838,1.594,1.5718,1.00992,0.000189475,0.000189475,0.000189475
74,14657.7,1.55043,1.14757,0.94336,0.48441,0.41792,0.42033,0.2377,1.65059,1.56729,1.01957,0.000177651,0.000177651,0.000177651
75,14845.3,1.56635,1.17953,0.94441,0.49125,0.43181,0.42541,0.24662,1.59395,1.58882,1.01335,0.000166149,0.000166149,0.000166149
76,15011.2,1.57388,1.17872,0.9449,0.49385,0.4404,0.42919,0.24693,1.61094,1.49173,1.01688,0.000154982,0.000154982,0.000154982
77,15210.1,1.55327,1.15098,0.93861,0.48872,0.4395,0.42631,0.24832,1.59953,1.51939,1.00781,0.000144161,0.000144161,0.000144161
78,15478.9,1.57528,1.17024,0.943,0.49106,0.42995,0.42265,0.23997,1.62942,1.55841,1.03077,0.000133695,0.000133695,0.000133695
79,15652.5,1.57929,1.16529,0.95302,0.48255,0.43598,0.42025,0.24374,1.59489,1.47203,1.01404,0.000123596,0.000123596,0.000123596
80,15950.4,1.5606,1.16635,0.94866,0.49554,0.4264,0.4278,0.2495,1.58988,1.48791,1.00426,0.000113873,0.000113873,0.000113873
81,16196.1,1.56692,1.11521,0.94637,0.49722,0.4294,0.42912,0.24721,1.60062,1.51968,1.00811,0.000104537,0.000104537,0.000104537
82,16504,1.59491,1.16268,0.9418,0.49122,0.43124,0.43187,0.24894,1.60303,1.55238,1.01628,9.55951e-05,9.55951e-05,9.55951e-05
83,16657.2,1.58192,1.17512,0.94405,0.50559,0.4354,0.43639,0.25433,1.5931,1.52537,1.01554,8.70577e-05,8.70577e-05,8.70577e-05
84,16884.8,1.5588,1.14743,0.93785,0.50816,0.44036,0.43533,0.24731,1.63379,1.53088,1.02104,7.89327e-05,7.89327e-05,7.89327e-05
85,17056.2,1.57729,1.17966,0.94015,0.49927,0.43904,0.43611,0.2504,1.61995,1.56297,1.01462,7.12282e-05,7.12282e-05,7.12282e-05
86,17295.9,1.56418,1.12758,0.93347,0.50004,0.42433,0.43085,0.25077,1.59146,1.5904,1.01319,6.39518e-05,6.39518e-05,6.39518e-05
87,17529.5,1.53395,1.11416,0.94579,0.49654,0.42607,0.42736,0.24827,1.60115,1.5754,1.01664,5.71106e-05,5.71106e-05,5.71106e-05
