iter	RMSE
650	11.54217283
651	11.54204705
652	11.54194438
653	11.5418303
654	11.54170815
655	11.54161913
656	11.54149807
657	11.54141891
658	11.54129364
659	11.54120882
660	11.54109182
661	11.54098815
662	11.54087745
663	11.54078464
664	11.54069038
665	11.54058815
666	11.54047855
667	11.54036281
668	11.54022672
669	11.54011675
670	11.53999948
671	11.53990928
672	11.53980583
673	11.53970812
674	11.5396008
675	11.53951289
676	11.53939873
677	11.53928753
678	11.5392115
679	11.53909118
680	11.53896556
681	11.53883783
682	11.53869837
683	11.53858044
684	11.53851254
685	11.53837066
686	11.53829142
687	11.53820333
688	11.53813066
689	11.53801317
690	11.53787593
691	11.53776781
692	11.53767078
693	11.53753825
694	11.53740434
695	11.53730049
696	11.53720796
697	11.53707391
698	11.53696083
699	11.53686582
700	11.53675567
701	11.53665076
702	11.53653987
703	11.53641421
704	11.53626815
705	11.536177
706	11.53605062
707	11.53592995
708	11.53580062
709	11.53571257
710	11.53560569
711	11.53548104
712	11.53537439
713	11.53527813
714	11.53519378
715	11.53509509
716	11.53497781
717	11.53486062
718	11.53474088
719	11.5346239
720	11.53450916
721	11.53440963
722	11.53430827
723	11.53422184
724	11.5341019
725	11.53397871
726	11.53386856
727	11.53375896
728	11.53369199
729	11.53358276
730	11.53349163
731	11.53337597
732	11.53328654
733	11.53317973
734	11.5330581
735	11.53296961
736	11.53286907
737	11.53274806
738	11.53266543
739	11.5325825
740	11.53245274
741	11.53236605
742	11.53223714
743	11.53213246
744	11.53199654
745	11.53188627
746	11.53175579
747	11.53162445
748	11.53156589
749	11.53147541
750	11.53138823
751	11.53127827
752	11.53118078
753	11.5310618
754	11.53097013
755	11.53084799
756	11.53073667
757	11.53060065
758	11.53051142
759	11.53039122
760	11.53024926
761	11.53017541
762	11.53007377
763	11.52994715
764	11.52985274
765	11.52974046
766	11.52962276
767	11.52950313
768	11.52940864
769	11.52929361
770	11.52919094
771	11.52911282
772	11.52903038
773	11.52891255
774	11.52882902
775	11.5287446
776	11.52865839
777	11.52855618
778	11.52847567
779	11.52837702
780	11.52830544
781	11.52821498
782	11.52811259
783	11.52799434
784	11.52785562
785	11.52774849
786	11.52763793
787	11.52753723
788	11.52742539
789	11.52732163
790	11.52721837
791	11.5271325
792	11.52703884
793	11.5269119
794	11.52682412
795	11.52670598
796	11.52658997
797	11.5264608
798	11.52634618
799	11.52624204
800	11.5261263
801	11.52604288
802	11.52595872
803	11.52583597
804	11.52573316
805	11.52562868
806	11.52552768
807	11.5254365
808	11.52533467
809	11.52521414
810	11.5251577
811	11.52506332
812	11.52498297
813	11.5248526
814	11.52476542
815	11.52468004
816	11.52456134
817	11.52445246
818	11.52435346
819	11.52423006
820	11.52413982
821	11.52403298
822	11.52391531
823	11.523856
824	11.52376101
825	11.5236527
826	11.52357906
827	11.52345363
828	11.5233768
829	11.52326982
830	11.52317315
831	11.52306533
832	11.52298764
833	11.52291018
834	11.52282713
835	11.52273763
836	11.52263276
837	11.52249737
838	11.522386
839	11.52228178
840	11.52215163
841	11.52206522
842	11.52198852
843	11.52187382
844	11.52176839
845	11.52168713
846	11.52155214
847	11.52147005
848	11.52139097
849	11.52129155
850	11.52118712
851	11.52108586
852	11.5209709
853	11.52079284
854	11.52068861
855	11.52058006
856	11.52047823
857	11.52038965
858	11.52027332
859	11.52017392
860	11.5200438
861	11.51994035
862	11.51985178
863	11.51974389
864	11.51964039
865	11.51954103
866	11.51942981
867	11.51933032
868	11.51921634
869	11.51909955
870	11.51900579
871	11.51890453
872	11.51882123
873	11.51868726
874	11.51857966
875	11.51845179
876	11.51837024
877	11.51823355
878	11.51813525
879	11.51800869
880	11.517861
881	11.51774222
882	11.51763466
883	11.51752327
884	11.51742675
885	11.51730131
886	11.51715077
887	11.51706546
888	11.51696851
889	11.5168441
890	11.51676206
891	11.51668091
892	11.51655093
893	11.5164247
894	11.51631833
895	11.51617827
896	11.5160674
897	11.51597465
898	11.51586024
899	11.51575209
900	11.51565675
901	11.51555486
902	11.51544478
903	11.51534383
904	11.5152362
905	11.51509399
906	11.5149923
907	11.51489549
908	11.51478111
909	11.51467115
910	11.51458524
911	11.51446528
912	11.51438957
913	11.51426502
914	11.51416342
915	11.51406123
916	11.51396687
917	11.51385293
918	11.51373674
919	11.51363782
920	11.51352718
921	11.51340784
922	11.51330079
923	11.51317094
924	11.51308594
925	11.51297123
926	11.51285492
927	11.51277294
928	11.51266536
929	11.5125463
930	11.51242256
931	11.51233352
932	11.51222226
933	11.51214651
934	11.51205351
935	11.51194658
936	11.51182844
937	11.51171298
938	11.51159426
939	11.51148516
940	11.51137892
941	11.51129437
942	11.51117892
943	11.51106087
944	11.51097027
945	11.51087834
946	11.51078139
947	11.51067467
948	11.51058073
949	11.51046385
950	11.51038685
951	11.51029194
952	11.51019766
953	11.51010568
954	11.51003905
955	11.50992589
956	11.50980809
957	11.50968993
958	11.50955546
959	11.50944465
960	11.50933245
961	11.50922071
962	11.50910974
963	11.50902781
964	11.50894286
965	11.508848
966	11.50873012
967	11.50864351
968	11.50853219
969	11.50844365
970	11.50835861
971	11.50821697
972	11.50810288
973	11.50799983
974	11.50787355
975	11.50777658
976	11.50767551
977	11.50757829
978	11.507494
979	11.50738716
980	11.50729149
981	11.50721307
982	11.50713159
983	11.50707996
984	11.50698827
985	11.5068956
986	11.50681422
987	11.50670762
988	11.50662277
989	11.5065033
990	11.50638402
991	11.50625423
992	11.50615278
993	11.50606376
994	11.50589996
995	11.50578686
996	11.50569032
997	11.50556647
998	11.50545891
999	11.50535301
1.46335844
999	11.37512965
