epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,2004.72,1.58616,0.8604,1.60518,0.84062,0.80357,0.82332,0.28071,2.39575,1.10728,2.28692,0.0006932,0.0006932,0.0006932
68,2037.6,1.46145,0.86345,1.48518,0.85482,0.84118,0.85419,0.28714,2.40188,1.00285,2.27921,0.0006734,0.0006734,0.0006734
69,2065.66,1.54594,0.83799,1.5559,0.86757,0.81887,0.83501,0.29827,2.42054,0.95531,2.19823,0.0006536,0.0006536,0.0006536
70,2093.67,1.4898,0.85256,1.49877,0.87618,0.76786,0.79381,0.27235,2.44574,0.99201,2.23915,0.0006338,0.0006338,0.0006338
71,2126.25,1.48157,0.84875,1.50452,0.82765,0.85119,0.84609,0.2805,2.40285,0.99111,2.20604,0.000614,0.000614,0.000614
72,2157.05,1.45418,0.80001,1.48924,0.81407,0.80793,0.81482,0.27913,2.42741,1.00358,2.17068,0.0005942,0.0005942,0.0005942
73,2192.12,1.38013,0.82099,1.44855,0.86158,0.82738,0.87225,0.29926,2.39412,0.98552,2.20842,0.0005744,0.0005744,0.0005744
74,2236.46,1.46511,0.84398,1.50162,0.78417,0.80357,0.81173,0.26445,2.44614,1.02067,2.29667,0.0005546,0.0005546,0.0005546
75,2273.68,1.40425,0.78986,1.46556,0.87096,0.76332,0.77788,0.25713,2.47328,1.14651,2.38033,0.0005348,0.0005348,0.0005348
76,2306.34,1.37669,0.80653,1.42456,0.90116,0.81407,0.8184,0.25802,2.51123,1.05456,2.38287,0.000515,0.000515,0.000515
77,2338.49,1.34661,0.77287,1.42894,0.88151,0.79706,0.85023,0.28073,2.4677,1.02278,2.3119,0.0004952,0.0004952,0.0004952
78,2370.72,1.35343,0.76542,1.40647,0.86671,0.81548,0.86252,0.28501,2.45903,1.09352,2.31332,0.0004754,0.0004754,0.0004754
79,2401.38,1.34433,0.77321,1.41332,0.84446,0.75595,0.82531,0.2914,2.44296,1.11852,2.25798,0.0004556,0.0004556,0.0004556
80,2435.38,1.32441,0.77355,1.40775,0.8862,0.78571,0.84515,0.27343,2.45706,1.14475,2.29291,0.0004358,0.0004358,0.0004358
81,2465.82,1.32886,0.76663,1.42038,0.84342,0.74405,0.7649,0.25044,2.57284,1.09308,2.51041,0.000416,0.000416,0.000416
82,2494.2,1.35852,0.84771,1.42968,0.87261,0.80357,0.85494,0.29762,2.44897,0.93384,2.33574,0.0003962,0.0003962,0.0003962
83,2523.03,1.34715,0.75647,1.42506,0.86014,0.80357,0.82172,0.26072,2.48731,1.00311,2.44649,0.0003764,0.0003764,0.0003764
84,2549.43,1.33622,0.72897,1.39866,0.84585,0.76786,0.7971,0.26172,2.46171,1.03063,2.37088,0.0003566,0.0003566,0.0003566
85,2576.28,1.27883,0.72064,1.38869,0.8907,0.7619,0.81857,0.25415,2.53434,1.04783,2.50145,0.0003368,0.0003368,0.0003368
